id,name,description,resource_type,resource_type_id,status,address_street1,address_street2,city,state,zipCode,latitude,longitude,timezone,website,phone,open_by_appointment,appointment_required,accepting_new_clients,usage_limit_count,usage_limit_interval,confidence,rating_average,review_count,subscription_count,regions_served,tags,has_shifts,has_occurrences,borough,poverty_rate,distance_to_nearest_pantry_miles,food_access_risk_raw,food_access_risk,risk_tier
cl52j2el4721304hungkzsat6e,The Temple of Restoration,On-site registration required,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,18 Herkimer Place,,Bedford-Stuyvesant,NY,11216,40.6790014,-73.9515867,America/New_York,http://www.restorationtime.com/,(718) 622-4821,False,False,True,1.0,WEEK,0.9,2.4,9,33,,"ID required,Registration required,Diapers/baby essentials may be available",True,True,Brooklyn,0.18,0.0,0.0,0.0,low
1069,Thurston Memorial Outreach Ministries,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,1243 Bushwick Avenue,,Bushwick,NY,11221,40.687878,-73.91462609999999,America/New_York,http://www.thurstonoutreach.org/index.html,(718) 452-3646,False,False,True,,,0.94,2.4,9,27,,,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
979,Together We Are,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1569 47th St,,New York,NY,11219,40.6327413059139,-73.9845869020306,America/New_York,,(718) 427-2012,False,False,True,,,0.45,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
1531,Treasures in Earthen Jars,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,4124 Avenue H,,Brooklyn,NY,11210,40.63224,-73.936211,America/New_York,https://tiej.org/,(718) 308-9147,False,False,True,,,0.74,2.3333333333333335,6,29,,,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
1358,Trinity Human Services Corporation,"https://www.trinityhumanservices.org/programs/emergency-food-pantry

Our Client Choice Food Pantry is a modern, supermarket-style pantry where customers can shop for and choose the food they want. They can also reserve a time to visit the Food Pantry by using the mobile app Plentiful that allows customers to make appointments to shop. From July-October, our Food Pantry features fresh organic fruits and vegetables grown at local farms through United Way’s Local Produce Link program.


Our goal is",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,153 Johnson Ave,,Brooklyn,NY,11206,40.706409,-73.944786,America/New_York,www.trinityhumanservices.org,(718) 388-3176,False,True,True,,,1.0,2.8333333333333335,61,76,,ID required,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
cmj7d8i0o075613fouf6lzbqj,Trinity United Presbyterian Church,"https://www.instagram.com/explore/locations/1022411331/trinity-presbyterian-church/

For more information, please call.

County or Counties Served: Kings
",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,243 Weirfield Street,,Bushwick,NY,11221,40.6922069,-73.9103087,America/New_York,,(718) 574-6010,False,False,True,,,0.57,2.25,6,10,,,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
1159,Trinity United Presbyterian Church,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,243 Weirfield St,,New York,NY,11221,40.6921341,-73.91024929999999,America/New_York,https://www.foodpantries.org/li/trinity_united_presbyterian_church_11221,(201) 865-3324,False,False,True,,,0.45,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
962,Trippinz Care Mission,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,4012 Church Ave,,New York,NY,11203,40.6511538,-73.9396331,America/New_York,https://trippinzcareinc.org/,(347) 935-0851,False,False,True,,,0.68,,0,0,,,True,False,Brooklyn,0.18,0.0,0.0,0.0,low
1117,Triumphant Full Gospel,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,889 Rutland Rd,,New York,NY,11203,40.660559,-73.9298273,America/New_York,"https://www.facebook.com/Triumphant-Full-Gospel-Assembly-Inc-166240773437895/,  http://www.tfga.org/",(718) 774-4696,False,False,True,,,0.86,,0,4,,,True,False,Brooklyn,0.18,0.0,0.0,0.0,low
991,True Holy Church,"- The food received is based on family size so to receive foood enough to accomodate all family members please carry any documentations from school report cards, ids or even birth certificates.
",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2364 Atlantic Avenue,,Ocean Hill,NY,11233,40.6759251,-73.9067549,America/New_York,https://www.trueholychurch.org/?fbclid=IwAR3g-JLKT1fWzgBaWyQ66S8FEokFohf7B9EzyWew0j3EgCusmRe9-IboS50,(646) 773-2192,False,False,True,1.0,WEEK,0.99,2.4545454545454546,20,86,,"ID required,Diapers/baby essentials may be available,Clothing may be available",True,True,Brooklyn,0.18,0.0,0.0,0.0,low
cmj7dc7ja08ql07ee2i1662nl,True Holy Church Of God And Christ Jesus,"https://www.facebook.com/TrueHolyChurch
https://www.twitter.com/trueholychurch

For more information, please call.


County or Counties Served: Kings",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2336 Atlantic Avenue,,Ocean Hill,NY,11233,40.6759831,-73.9075982,America/New_York,https://www.trueholychurch.org/,(718) 385-0248,False,False,True,,,0.6,2.5,5,4,,,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
1160,Truth Center for Higher Consciousness,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,4622 Farragut Rd,,New York,NY,11203,40.63702,-73.93195899999999,America/New_York,http://truthcenterforhigherconsciousness.org/,(917) 841-0709,False,False,True,,,0.72,2.555555555555556,10,24,,ID required,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
1122,Turning Point Housing D.F.C.,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,968 3rd Ave,,New York,NY,11232,40.6552662,-74.00726650000001,America/New_York,https://www.op.nysed.gov/turning-point-brooklyn-turning-point-hdfc,(718) 439-0077,False,False,True,,,0.75,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
cl0vzfvcd000204umb6yhzrmr,Unbreakable Courage Ministries,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1078 E 37th St,,Brooklyn,NY,11210,40.630497,-73.940865,America/New_York,https://www.unbreakablecourage.com/food-pantry,,False,False,True,,,0.86,2.0,1,6,,"ID required,Clothing may be available",True,False,Brooklyn,0.18,0.0,0.0,0.0,low
1074,Union Baptist Church - Food Pantry,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,461 Decatur St,,New York,NY,11233,40.6826732,-73.9247303,America/New_York,https://www.facebook.com/pages/category/Religious-Organization/Union-Baptist-Church-113596235341576/,(718) 452-2025,False,False,True,,,0.83,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
cloq8dkaq02sdp80fxutg8863,Union Pool,Food distribute at 11am but need to be in line at 9 am pantry need to count people to distribute food among all,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,484 Union Avenue,,Williamsburg,NY,11211,40.7149739,-73.9514865,America/New_York,,(718) 609-0484,False,False,True,1.0,WEEK,0.72,2.5714285714285716,10,37,,"Must bring own bags/cart,First come, first serve: open until food runs out",True,True,Brooklyn,0.18,0.0,0.0,0.0,low
1046,United Christian Assembly,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,2401 Atlantic Ave,,New York,NY,11233,40.6763049,-73.9055319,America/New_York,https://www.facebook.com/ucacny,(718) 272-0828,False,False,True,,,0.45,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
999,United Church of Faith Food Pantry,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,643 E 88th St,,New York,NY,11226,40.6441744,-73.9572697,America/New_York,,(347) 449-0235,False,False,True,,,0.9,2.1666666666666665,11,27,,,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
995,United Community Baptist Church,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,PUBLISHED,545 Utica Ave,,New York,NY,11203,40.6601937,-73.9309074,America/New_York,https://www.facebook.com/pages/United-Community-Baptist-Church/113723458649187,(718) 467-7708,False,False,True,,,0.83,2.0,9,42,,,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
ckz6jiwvu000604z6gwrv8iwn,United Grand Chapter OES,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,441 Willoughby Avenue,,Bedford-Stuyvesant,NY,11206,40.6938594,-73.9519028,America/New_York,,(718) 624-2484,False,False,True,,,0.98,,0,1,,ID required,True,False,Brooklyn,0.18,0.0,0.0,0.0,low
cmj7drfz508pywgfkjd4tmh1k,United Jewish Organizations of Williamsburg,"The United Jewish Organizations of Williamsburg also delivers meals daily to home bound seniors with a Meals-on-Wheels program. For more information, please call.

County or Counties Served: Kings

Fax Number: (718) 819-1817
https://www.instagram.com/unitedjewish
https://twitter.com/unitedjewish
https://www.facebook.com/UJEBVIC
",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,32 Penn Street,,Williamsburg,NY,11249,40.7001148,-73.9610616,America/New_York,http://www.unitedjewish.org/,(718) 643-9700,False,False,True,,,0.55,,0,1,,,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
1441,United for Brownsville,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,76 Riverdale Ave,,Brooklyn,NY,11212,40.667515,-73.909874,America/New_York,,(347) 454-2115,False,False,True,,,0.85,,0,13,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
1245,Unity Faith Outreach,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,179 Ralph Ave,,Brooklyn,NY,11233,40.6825166,-73.922411,America/New_York,https://www.homelessshelterdirectory.org/cgi-bin/id/foodbank.cgi?foodbank=4140,(718) 443-4194,False,False,True,,,0.78,1.6666666666666667,4,4,,Clothing may be available,True,False,Brooklyn,0.18,0.0,0.0,0.0,low
cmj7dtfyo08q8wgfk7izwaoon,Unity Fellowship Of Christ Church-nyc Food Pantry,"https://www.facebook.com/pages/Unity-Fellowship-Church/117817054903711

On-site HIV AIDS testing available. For more information, please call.

County or Counties Served: Kings",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2578 Atlantic Avenue,,Cypress Hills,NY,11207,40.6754586,-73.8991005,America/New_York,,(718) 399-3149,False,False,True,,,0.55,,0,6,,ID required,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
1041,Upper Room Gospel Baptist Church,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,180 Van Buren St,,New York,NY,11221,40.690253,-73.9392732,America/New_York,http://www.upperroomchurch.com,(718) 574-4000,False,False,True,,,0.83,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
cmlrmjxeq00jeys3ehlugrkx9,Urban Strategies Food Pantry,- Aedvice to come early as line starts forming really early,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,61 Riverdale Ave,,Brooklyn,NY,11212,40.660297,-73.914459,America/New_York,https://urbanstrategiesny.org/services/food-pantry/,(718) 346-2539,False,False,True,,,0.9,1.8333333333333333,10,33,,"First come, first serve: open until food runs out",True,True,Brooklyn,0.18,0.0,0.0,0.0,low
cmj8ly9dw0a9e3hfqptjb2o3z,"Urban Strategies, Inc. – Fannie Barnes Residence",**No hrs,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,829 Saratoga Avenue,,Brownsville,NY,11212,40.6603482,-73.9147639,America/New_York,,(718) 346-2539,False,False,True,,,0.53,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
1032,Vaad Hakol Crown Heights,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1276 President St,,New York,NY,11213,40.667609,-73.947602,America/New_York,https://www.vaadhakohol.org/,(718) 756-2203,False,False,True,,,0.85,,0,10,,Call in advance for services,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
cm9mbr1eg00r4ym2lj6miqpou,Valle De Jesus Servicing With Love,come at 3:30 to be one of the first on line bring a valid ID proof of address you can find us at 141 Manhattan Ave. 11206 we’re a small church in the middle of the block on Thursdays. People start lining up between three and 330 Madeline she’s always there. She’s the one in charge of taking in your information. She will give you all the information that you need once you give your ID she’ll make you should make your ticket there. All you have to do is just hand the ticket. She’ll scan it and she,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,141 Manhattan Avenue,,Brooklyn,NY,11221,40.705936,-73.944565,America/New_York,,(718) 314-3487,False,False,True,,,0.89,,0,2,,"ID required,First come, first serve: open until food runs out,Registration required",True,True,Brooklyn,0.18,0.0,0.0,0.0,low
cmct2ltxu02052c0wzkxmxrc8,Vinegar Hill Community Garden Little Red Food Box,"Next to Nick’s Pharmacy

Open 24/7! Free, outdoor community fridge/pantry operated by local volunteers.",Community fridge,COMMUNITY_FRIDGE,PUBLISHED,199 York Street,,Downtown Brooklyn,NY,11201,40.7013991,-73.9828481,America/New_York,https://www.vhfp.org/,,False,False,True,,,0.74,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
cmct2e7mi0aa7zt0vn9rh6bx6,Vinegar Hill Food Pantry ,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,228 York Street,,Downtown Brooklyn,NY,11201,40.7011762,-73.9811567,America/New_York,https://www.vhfp.org/,,False,False,True,,,0.77,2.1666666666666665,7,7,,,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
1186,Visitation of the Blessed Virgin Mary Roman Catholic Church,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,98 Richards St,,New York,NY,11231,40.678878,-74.0089394,America/New_York,http://visitationbvm-brooklyn.org/,(718) 624-1572,False,False,True,,,0.88,2.6,8,19,,Must bring own bags/cart,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
1034,Voces Ciudadanas,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,475 41st St,,New York,NY,11232,40.65097993386899,-74.0050666386222,America/New_York,https://www.facebook.com/vocesciudadanasinc/,(347) 916-0968,False,True,True,1.0,MONTH,0.5,,0,0,,,True,False,Brooklyn,0.18,0.0,0.0,0.0,low
982,"Volunteers of America, East New York SRO",,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1381 E New York Ave,,New York,NY,11212,40.6699945,-73.9164423,America/New_York,https://www.voa.org/,(718) 566-8750,False,False,True,,,0.88,,0,2,,,True,False,Brooklyn,0.18,0.0,0.0,0.0,low
ckxexc1mu08090413owfewzb1,WCK Brownsville Community Culinary Center,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,69 Belmont Avenue,,New York,New York,11212,40.66898200000001,-73.9078284,America/New_York,https://wck.org/news/ny-nj,,False,False,True,,,0.56,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
1386,WCK Cornerstone Baptist Church,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,574 Madison Street,,New York,New York,11221,40.6861853,-73.9350766,America/New_York,https://wck.org/news/ny-nj,(718) 574-5248,False,False,True,,,0.6,,0,0,,,True,False,Brooklyn,0.18,0.0,0.0,0.0,low
ckxexc1lf04490413f422p3ko,WCK Free Farmers Market,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,267 Irving Avenue,,New York,New York,11237,40.7000093,-73.9159099,America/New_York,https://wck.org/news/ny-nj,(202) 844-6330,False,False,True,,,0.35,,0,1,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
ckxexc1mf066504134f6t1tq2,WCK Free Farmers Market,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1016 Nostrand Avenue,,New York,New York,11225,40.66369359999999,-73.95115950000002,America/New_York,https://wck.org/news/ny-nj,,False,False,True,,,0.56,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
ckxexc1l904310413b4od1bcp,WCK Free Farmers Market,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1404 Brooklyn Avenue,,New York,New York,11210,40.63869649999999,-73.94285459999999,America/New_York,https://wck.org/news/ny-nj,,False,False,True,,,0.56,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
ckxexc1lw0547041325oi1idv,WCK Free Farmers Market - Coney Island Sea Park North,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,2828 West 28th Street,,New York,New York,11224,40.5762983,-73.9948023,America/New_York,https://wck.org/news/ny-nj,,False,False,True,,,0.56,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
ckxexc1mp074904137ybrs2nw,WCK State Senator Andrew Gounardes Office,,Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,8018 5th Avenue,,New York,New York,11209,40.62544140000001,-74.0244925,America/New_York,https://wck.org/news/ny-nj,(718) 748-0650,False,False,True,,,0.45,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
cmdoyl3sq00mozp0un0cg50yt,WE CREATE COMMUNITY FOOD PANTRY,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,8501 New Utrecht Avenue,,Bensonhurst,NY,11214,40.6073015,-74.0014379,America/New_York,http://wecreatecommunity.com/,(347) 409-5414,False,False,True,,,0.75,2.0,6,7,,,True,False,Brooklyn,0.18,0.0,0.0,0.0,low
1007,Warbasse Jewish Heritage,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,2790 W 5th St,,New York,NY,11224,40.58229330420795,-73.9721515,America/New_York,http://www.718synagogue.com/#,(718) 796-2464,False,False,True,,,0.45,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
205,Wayside Macdonough Residence,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,771 MacDonough St,,New York,NY,11233,40.684249,-73.915607,America/New_York,,(718) 453-3300,False,False,True,,,0.5,,0,0,,,True,False,Brooklyn,0.18,0.0,0.0,0.0,low
cmeji9bmk00osz42c5vluwqb5,"We Create Community, Inc.","-Closed on federal holidays

On-site registration required",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,8501 New Utrecht Ave,,Brooklyn,NY,11214,40.607292,-74.001434,America/New_York,wecreatecommunity.com,(347) 409-5414,False,False,True,,,0.89,2.2222222222222223,18,40,,Registration required,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
cmhw3mzr70bra0jeaznadlbu9,We The People,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,530 Nostrand Avenue,,Bedford-Stuyvesant,NY,11216,40.6805791,-73.94981,America/New_York,https://www.wethepeople.nyc/calendar,,False,False,True,,,0.77,2.0,1,3,,,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
clip4n6op0000s40h3pvgfm6y,Wellfare - Bushwick Outpost,"* Located outside Moore Street Market
* To register, you must live in either Bushwick Houses, Hylan Houses or Borinquen Plaza (more developments to come soon). 
* Families can register online at wellfare.org/signup, call (888) 574-9355 or visit a distribution to sign up in person.",Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,110 Moore Street,,Southside,NY,11206,40.7034785,-73.9411715,America/New_York,wellfare.org/signup,(888) 574-9355,False,False,True,,,0.68,,0,10,,Registration required,True,False,Brooklyn,0.18,0.0,0.0,0.0,low
cmj8qmh0f0b2x3hfqsedicw4x,Women’s Empowerment Coalition of New York City,"**no hrs

Ms Somia El-Rowmeim",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,437 77th Street,,Bay Ridge,NY,11209,40.628963,-74.024472,America/New_York,,(347) 666-7722,False,False,True,,,0.53,,0,2,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
cl52jzwuo841344hu0aima948b,World For Christ Food Services - Food Pantry,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,1091 Clarkson Avenue,,East Flatbush,NY,11212,40.66004119999999,-73.9221699,America/New_York,,(347) 249-8928,False,False,True,,,0.4,,0,0,,,True,False,Brooklyn,0.18,0.0,0.0,0.0,low
cld92988c0000le0f7k523ryk,World Healing Center ,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2205 Utica Avenue,,Flatlands,NY,11234,40.6182489,-73.9263952,America/New_York,,(718) 623-2421,False,False,True,,,0.63,2.0,9,18,,,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
cmjimvu740h2izhcs54vsfta2,World Restoration Center @ Southern Baptist Church,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,820 Stanley Avenue,,East New York,NY,11207,40.6612644,-73.8789357,America/New_York,https://www.instagram.com/p/DGwSTAbNfdA/?img_index=1,(516) 385-5936,False,False,True,,,0.7,,0,29,,"First come, first serve: open until food runs out",True,True,Brooklyn,0.18,0.0,0.0,0.0,low
974,Worldwide Evangelical Outreach,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,3102 Clarendon Rd,,New York,NY,11226,40.6430239,-73.94758689999999,America/New_York,https://access.nyc.gov/location/worldwide-evangelical-outreach/,(718) 284-3551,False,False,True,,,0.75,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
cm3qct8wx02aajss438isc27p,YMCA - Jamaica Ave,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,570 Jamaica Avenue,,Cypress Hills,NY,11208,40.6849145,-73.88270229999999,America/New_York,,(212) 912-2230,False,False,True,,,0.8,2.357142857142857,19,40,,,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
cmj7edwk308mlzsfotgu1id70,Yearwood Community Service,"We distribute enough food for 25 people. We just require the families to email and sign up to confirm they will come. We will also provide $5 for transportation to each family.

For more information, please call.

Volunteering Information:

N/A
County or Counties Served: Kings",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,1809 Schenectady Avenue,,Flatlands,NY,11234,40.6283177,-73.930583,America/New_York,,(646) 352-2918,False,False,True,,,0.58,,0,2,,,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
ckxexc1ji006904139whzuy0r,Yemeni American Merchants Association (YAMA) Produce Distribution,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,352 86th Street,,Fort Hamilton,NY,11209,40.6228696,-74.0295503,America/New_York,https://www.yamausa.org/,(718) 238-0033,False,False,True,,,0.88,,0,2,,Must bring own bags/cart,True,False,Brooklyn,0.18,0.0,0.0,0.0,low
976,Zichron Acheinu Levy (ZAL) Food Pantry,Serves residents from 11219 zip code,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,4518 11th Avenue,,Borough Park,NY,11219,40.6396602,-73.9947735,America/New_York,,(718) 774-0741,False,False,True,2.0,MONTH,0.88,2.25,28,76,,ID required,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
1012,Zion Church of the Truth Community Service,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,8315 Flatlands Ave,,New York,NY,11236,40.63736979999999,-73.9108179,America/New_York,https://www.homelessshelterdirectory.org/cgi-bin/id/foodbank.cgi?foodbank=4151,(718) 241-8167,False,False,True,,,0.8,1.75,6,10,,,True,True,Brooklyn,0.18,0.0,0.0,0.0,low
cl7lftf212960504yinmx3stzf,test pantry,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,949 Bedford Avenue,,Bedford-Stuyvesant,NY,11205,40.6916057,-73.9552969,America/New_York,,(510) 290-4653,False,False,True,,,0.55,,0,0,,,False,False,Brooklyn,0.18,0.0,0.0,0.0,low
cm57gvi2202042v0wqe5gb8qi, BETHANY GOSPEL CHAPEL INC,,Food pantry (groceries),FOOD_PANTRY,UNAVAILABLE,521 Thomas S Boyland Street,,Brownsville,NY,11212,40.6681075,-73.91295190000001,America/New_York,,(718) 929-1234,False,False,True,,,0.66,,1,3,,,True,False,Queens,0.12,0.0,0.0,0.0,low
cmdj9cha202gt0m0vsuep1rqr, CELESTIAL CHURCH OF CHRIST ILERI PARISH,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,138 Waverly Avenue,,Clinton Hill,NY,11205,40.6937222,-73.968115,America/New_York,,(718) 624-8758,False,False,True,,,0.77,2.6666666666666665,3,18,,,True,True,Queens,0.12,0.0,0.0,0.0,low
cm1p568hc027h74jb5snlt5d8, FAITH DELIVERANCE PENTECOSTAL CHURCH OF GOD,"- schedule might change according to availability of food at the pantry as they do not have many donors
- mostly have can goods you can pick it up mainly on Sundays when they are open for Church.",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,5601 Flatlands Avenue,,Flatlands,NY,11234,40.6301784,-73.92197469999999,America/New_York,https://fdpcg.live/,(347) 440-2101,False,False,True,,,0.8,3.0,2,8,,,True,True,Queens,0.12,0.0,0.0,0.0,low
1324, Health Essential Association,"* Needs volunteers
* Client can visit twice a month",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2336 86th Street,,Brooklyn,NY,11214,40.600349,-73.991524,America/New_York,https://healthessential.org/,(718) 373-2562,False,False,True,,,0.99,2.3478260869565215,39,179,,"ID required,Registration required",True,True,Queens,0.12,0.0,0.0,0.0,low
1330, Our Lady of Miracles Parish (Canarsie Cluster FP),,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,757 East 86th Street,,Canarsie,NY,11236,40.6388466,-73.90913750000001,America/New_York,https://ourladyofmiracles-brooklyn.org/,(718) 257-2400,False,False,True,,,0.82,2.3333333333333335,14,35,,,True,True,Queens,0.12,0.0,0.0,0.0,low
cmdoq95a6002a1fhziw1abam7, PENIEL HAITIAN CHURCH OF C AND MA,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,2741 Albemarle Road,,Little Haiti,NY,11226,40.6483304,-73.95063139999999,America/New_York,,(718) 469-3685,False,False,True,,,0.88,2.4,7,11,,,True,True,Queens,0.12,0.0,0.0,0.0,low
cmj8qdn6s0bgbzsfo72io3fne, Southside United Housing Development Fund Corporation,"**no hrs

Mr. Juan Ramos",Food pantry (groceries),FOOD_PANTRY,PUBLISHED,434 South 5th Street,,Southside,NY,11211,40.7069122,-73.9517335,America/New_York,,Mr. Juan Ramos,False,False,True,,,0.53,,0,4,,,False,False,Queens,0.12,0.0,0.0,0.0,low
66, St. Gregory the Great Church,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,224 Brooklyn Ave,,New York,NY,11213,40.6718541,-73.94488799999999,America/New_York,https://www.ccbq.org/service/food-pantry-network/,(718) 773-0100,False,False,True,,,0.75,2.0,3,20,,"ID required,Registration required",True,True,Queens,0.12,0.0,0.0,0.0,low
clnnkgj2r014us50f1ncwn9m3,2 Fish 5 Loaves Fridge,"Open 24/7! Free, outdoor community fridge/pantry operated by local volunteers.",Community fridge,COMMUNITY_FRIDGE,PUBLISHED,63 Whipple Street,,Broadway Triangle,NY,11206,40.7016563,-73.9444573,America/New_York,@2fish5loavesfridge,,False,False,True,,,0.69,,0,4,,,False,False,Queens,0.12,0.0,0.0,0.0,low
1,4th Ave Presbyterian Church,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,6753 4th Ave,,New York,NY,11220,40.63686580332876,-74.02273526931376,America/New_York,https://sites.google.com/site/4thavepresbrooklyn/community-food-pantry?authuser=0,(718) 836-0681,False,False,True,,,0.84,2.2142857142857144,25,90,,"First come, first serve: open until food runs out",True,True,Queens,0.12,0.0,0.0,0.0,low
cmd3be1u100r9030v3sqc8w7x,50th Street Park,"Nicole	Defino-Lee	2012954545
Starts: 07/07/2025	08/15/2025",Soup kitchen (ready-to-eat meals),SOUP_KITCHEN,UNAVAILABLE,427 50th Street,,Sunset Park,NY,11220,40.6461268,-74.0116158,America/New_York,,(201) 295-4545,False,False,True,,,0.77,,1,1,,Students & staff only,True,False,Queens,0.12,0.0,0.0,0.0,low
cmhtgr6zo0cgj2oflc2l3z49b,ABUNDANT LIFE CHRISTIAN CHURCH ,,Food pantry (groceries),FOOD_PANTRY,PUBLISHED,579 Gates Avenue,,Bedford-Stuyvesant,NY,11221,40.687261,-73.9436541,America/New_York,,(718) 778-5833,False,False,True,,,0.77,,0,4,,"First come, first serve: open until food runs out",True,True,Queens,0.12,0.0,0.0,0.0,low
